not mapped	-	replaced by/mapped	-	Mapped to	-	Remarks (April 2012)
	=	Q3KR16	=	55200	=	
	=	Q460N5	=	54625	=	
	=	Q49AN0	=	1408	=	
	=	Q4FZB7	=	51111	=	
	=	Q4KMG0	=	50937	=	
	=	Q4ZG55	=	9687	=	
	=	Q53EL6	=	27250	=	
	=	Q53ET0	=	200186	=	
	=	Q53FA7	=	9540	=	
	=	Q53G59	=	59349	=	
	=	Q53HL2	=	55143	=	
	=	Q5BJF6	=	4957	=	
	=	Q5FBB7	=	151648	=	
	=	Q5JR12	=	333926	=	
	=	Q5JSL3	=	139818	=	
	=	Q5SW24	=	168002	=	
	=	Q5T4W7	=	9048	=	
	=	Q5TA89	=	388585	=	
	=	Q5UE93	=	146850	=	
	=	Q5VST9	=	84033	=	
	=	Q5VT25	=	8476	=	
	=	Q5VTY9	=	55733	=	
	=	Q5VUA4	=	24149	=	
	=	Q5VWK5	=	149233	=	
	=	Q5VWQ8	=	153090	=	
	=	Q5VZM2	=	10325	=	
	=	Q5XG92	=	283848	=	
	=	Q658P3	=	55240	=	
	=	Q66K89	=	1877	=	
	=	Q68DA7	=	100653168	=	
	=	Q68DA7	=	342184	=	
	=	Q68DV7	=	54894	=	
	=	Q68EM7	=	55114	=	
	=	Q6BEB4	=	389058	=	
	=	Q6DN90	=	9922	=	
	=	Q6IC98	=	23151	=	
	=	Q6IQ23	=	144100	=	
	=	Q6ISU1	=	171558	=	
	=	Q6NT32	=	221223	=	
	=	Q6NUQ9	=	9479	=	
	=	Q6NW40	=	285704	=	
	=	Q6PEW1	=	170261	=	
	=	Q6PGQ7	=	79866	=	
	=	Q6PIL6	=	80333	=	
	=	Q6PKX4	=	220164	=	
	=	Q6QHF9	=	196743	=	
	=	Q6R327	=	253260	=	
	=	Q6STE5	=	6604	=	
	=	Q6UUV9	=	23373	=	
	=	Q6UVK1	=	1464	=	
	=	Q6UWB1	=	9466	=	
	=	Q6UWW8	=	23491	=	
	=	Q6UWZ7	=	84142	=	
	=	Q6UXI9	=	255743	=	
	=	Q6VN20	=	57610	=	
	=	Q6W2J9	=	54880	=	
	=	Q6X4U4	=	25928	=	
	=	Q6XZF7	=	23268	=	
	=	Q6ZN17	=	389421	=	
	=	Q6ZN44	=	90249	=	
	=	Q6ZNA4	=	54778	=	
	=	Q6ZS82	=	388531	=	
	=	Q6ZSZ5	=	23370	=	
	=	Q6ZVN8	=	148738	=	
	=	Q6ZWJ1	=	252983	=	
	=	Q70Z35	=	80243	=	
	=	Q71F23	=	79682	=	
	=	Q71U36	=	7846	=	
	=	Q71UM5	=	51065	=	
	=	Q75N03	=	79872	=	
	=	Q7KZF4	=	27044	=	
	=	Q7KZI7	=	2011	=	
	=	Q7L523	=	10670	=	
	=	Q7L591	=	79930	=	
	=	Q7L7X3	=	57551	=	
	=	Q7LDG7	=	10235	=	
	=	Q7LG56	=	50484	=	
	=	Q7RTN6	=	92335	=	
	=	Q7RTS3	=	256297	=	
	=	Q7Z2E3	=	54840	=	
	=	Q7Z2Y5	=	203447	=	
	=	Q7Z3T8	=	9765	=	
	=	Q7Z419	=	255488	=	
	=	Q7Z4I7	=	55679	=	
	=	Q7Z628	=	10276	=	
	=	Q7Z698	=	200734	=	
	=	Q7Z699	=	161742	=	
	=	Q7Z6B7	=	57522	=	
	=	Q7Z6Z7	=	10075	=	
	=	Q86T24	=	10009	=	
	=	Q86TG7	=	23089	=	
	=	Q86TJ2	=	93624	=	
	=	Q86UE4	=	92140	=	
	=	Q86UR1	=	10811	=	
	=	Q86UR5	=	22999	=	
	=	Q86US8	=	23293	=	
	=	Q86VI3	=	128239	=	
	=	Q86VZ5	=	259230	=	
	=	Q86X55	=	10498	=	
	=	Q86XK2	=	80204	=	
	=	Q86XR7	=	100302736	=	
	=	Q86XR7	=	353376	=	
	=	Q86Y01	=	1840	=	
	=	Q86YC2	=	79728	=	
	=	Q86YP4	=	54815	=	
	=	Q86YT6	=	57534	=	
	=	Q86YT9	=	120425	=	
	=	Q86Z14	=	152831	=	
	=	Q8IUC6	=	148022	=	
	=	Q8IUD2	=	23085	=	
	=	Q8IUF8	=	84864	=	
	=	Q8IV61	=	25780	=	
	=	Q8IVF5	=	26230	=	
	=	Q8IVH8	=	8491	=	
	=	Q8IVT5	=	8844	=	
	=	Q8IW19	=	200558	=	
	=	Q8IW41	=	8550	=	
	=	Q8IWL1	=	729238	=	
	=	Q8IWL2	=	653509	=	
	=	Q8IWQ3	=	9024	=	
	=	Q8IWR1	=	286827	=	
	=	Q8IWX5	=	130367	=	
	=	Q8IX07	=	161882	=	
	=	Q8IXJ6	=	22933	=	
	=	Q8IYD8	=	57697	=	
	=	Q8IYT8	=	9706	=	
	=	Q8IZD4	=	196513	=	
	=	Q8IZJ1	=	219699	=	
	=	Q8IZL2	=	84441	=	
	=	Q8IZL8	=	27043	=	
	=	Q8IZP0	=	10006	=	
	=	Q8IZQ8	=	93649	=	
	=	Q8N0Z6	=	91875	=	
	=	Q8N122	=	57521	=	
	=	Q8N158	=	221914	=	
	=	Q8N183	=	91942	=	
	=	Q8N1F8	=	114790	=	
	=	Q8N1I0	=	9732	=	
	=	Q8N1W1	=	64283	=	
	=	Q8N2W9	=	51588	=	
	=	Q8N2Z9	=	100526739	=	
	=	Q8N2Z9	=	378708	=	
	=	Q8N307	=	200958	=	
	=	Q8N3U4	=	10735	=	
	=	Q8N474	=	6422	=	
	=	Q8N488	=	23429	=	
	=	Q8N5V2	=	25791	=	
	=	Q8N699	=	80177	=	
	=	Q8N6T3	=	55738	=	
	=	Q8N6T7	=	51548	=	
	=	Q8N726	=	1029	=	
	=	Q8N8S7	=	55740	=	
	=	Q8N9B5	=	133746	=	
	=	Q8N9R8	=	286205	=	
	=	Q8NB91	=	2187	=	
	=	Q8NBT2	=	147841	=	
	=	Q8NCG7	=	221955	=	
	=	Q8NCW0	=	79412	=	
	=	Q8NER1	=	7442	=	
	=	Q8NEV9	=	246778	=	
	=	Q8NF64	=	83637	=	
	=	Q8NFA2	=	124056	=	
	=	Q8NFM4	=	196883	=	
	=	Q8NFM7	=	54756	=	
	=	Q8NFT8	=	92737	=	
Q9BQR6	=	Q8NFZ5	=	79155	=	
	=	Q8NHU6	=	23424	=	
	=	Q8NHY2	=	64326	=	
	=	Q8NHZ7	=	125997	=	
	=	Q8NHZ7	=	729458	=	
	=	Q8NI08	=	135112	=	
	=	Q8TAD8	=	79753	=	
	=	Q8TAE6	=	81706	=	
	=	Q8TAF3	=	57599	=	
	=	Q8TAG9	=	54536	=	
	=	Q8TAQ2	=	6601	=	
	=	Q8TAZ6	=	146225	=	
	=	Q8TB45	=	64798	=	
	=	Q8TBB1	=	84708	=	
	=	Q8TBC4	=	9039	=	
	=	Q8TC71	=	132671	=	
	=	Q8TCG5	=	126129	=	
	=	Q8TCU6	=	57580	=	
	=	Q8TDC3	=	84446	=	
	=	Q8TDD1	=	79039	=	
	=	Q8TDF6	=	115727	=	
	=	Q8TDN4	=	91768	=	
	=	Q8TDY2	=	9821	=	
	=	Q8TEB7	=	79589	=	
	=	Q8TEW6	=	55715	=	
	=	Q8WTP8	=	64782	=	
	=	Q8WTQ7	=	131890	=	
	=	Q8WTS6	=	80854	=	
	=	Q8WU20	=	10818	=	
	=	Q8WUF5	=	10848	=	
O60466	=	Q8WUH2	=	9392	=	
	=	Q8WUI4	=	51564	=	
	=	Q8WUW1	=	55845	=	
	=	Q8WV28	=	29760	=	
	=	Q8WW43	=	83464	=	
	=	Q8WWG1	=	145957	=	
	=	Q8WWN8	=	64411	=	
	=	Q8WWN9	=	26034	=	
	=	Q8WWV6	=	83953	=	
	=	Q8WWW0	=	83593	=	
	=	Q8WXE1	=	84126	=	
	=	Q8WXG6	=	8567	=	
	=	Q8WXI9	=	57459	=	
	=	Q8WYJ6	=	1731	=	
	=	Q8WYK2	=	122953	=	
	=	Q8WYL5	=	54434	=	
	=	Q8WYP3	=	54453	=	
	=	Q8WYQ5	=	54487	=	
	=	Q8WZ64	=	116984	=	
	=	Q8WZ73	=	117584	=	
	=	Q92466	=	1643	=	
	=	Q92482	=	360	=	
	=	Q92523	=	1375	=	
	=	Q92529	=	53358	=	
	=	Q92538	=	8729	=	
	=	Q92542	=	23385	=	
	=	Q92547	=	11073	=	
	=	Q92556	=	9844	=	
	=	Q92558	=	8936	=	
	=	Q92574	=	7248	=	
	=	Q92583	=	6361	=	
	=	Q92585	=	9794	=	
	=	Q92597	=	10397	=	
	=	Q92608	=	1794	=	
	=	Q92624	=	10513	=	
	=	Q92630	=	8445	=	
	=	Q92633	=	1902	=	
Q8IW26	=	Q92636	=	8439	=	
	=	Q92636	=	8439	=	
	=	Q92664	=	2971	=	
	=	Q92667	=	8165	=	
	=	Q92692	=	5819	=	
	=	Q92696	=	5875	=	
	=	Q92731	=	2100	=	
	=	Q92738	=	9712	=	
	=	Q92750	=	6875	=	
	=	Q92754	=	7022	=	
	=	Q92769	=	3066	=	
	=	Q92781	=	5959	=	
	=	Q92783	=	8027	=	
	=	Q92793	=	1387	=	
	=	Q92817	=	2125	=	
	=	Q92826	=	10481	=	
	=	Q92830	=	2648	=	
	=	Q92831	=	8850	=	
O00145	=	Q92835	=	3635	=	
	=	Q92837	=	10023	=	
	=	Q92841	=	10521	=	
	=	Q92843	=	599	=	
	=	Q92851	=	843	=	
	=	Q92876	=	5653	=	
	=	Q92878	=	10111	=	
	=	Q92886	=	4762	=	
	=	Q92888	=	9138	=	
	=	Q92905	=	10987	=	
	=	Q92908	=	2627	=	
	=	Q92918	=	11184	=	
	=	Q92922	=	6599	=	
	=	Q92934	=	572	=	
	=	Q92963	=	6016	=	
	=	Q92974	=	9181	=	
	=	Q92985	=	3665	=	
	=	Q92993	=	10524	=	
	=	Q92997	=	1857	=	
	=	Q93009	=	7874	=	
	=	Q93052	=	4026	=	
	=	Q93074	=	9968	=	
	=	Q93096	=	7803	=	
	=	Q969F2	=	85409	=	
	=	Q969G3	=	6605	=	
	=	Q969G9	=	85407	=	
	=	Q969H0	=	55294	=	
	=	Q969H4	=	10256	=	
	=	Q969P0	=	93185	=	
	=	Q969P5	=	114907	=	
	=	Q969S8	=	83933	=	
	=	Q969V6	=	57591	=	
	=	Q96A00	=	94274	=	
	=	Q96A08	=	255626	=	
	=	Q96A32	=	29895	=	
	=	Q96A56	=	94241	=	
	=	Q96A65	=	60412	=	
	=	Q96AP0	=	65057	=	
	=	Q96AV8	=	144455	=	
	=	Q96B36	=	84335	=	
	=	Q96B86	=	56963	=	
	=	Q96B97	=	30011	=	
	=	Q96BI3	=	51107	=	
	=	Q96BK5	=	54984	=	
	=	Q96BY6	=	55619	=	
	=	Q96C90	=	26472	=	
	=	Q96CG8	=	115908	=	
	=	Q96CW1	=	1173	=	
	=	Q96D31	=	84876	=	
	=	Q96DB2	=	79885	=	
O75613	=	Q96E93	=	10219	=	
	=	Q96EB6	=	23411	=	
	=	Q96EK7	=	84498	=	
	=	Q96EY1	=	9093	=	
	=	Q96F07	=	26999	=	
Q6UXM3	=	Q96FE5	=	84894	=	
	=	Q96FS4	=	6494	=	
	=	Q96FX8	=	64065	=	
	=	Q96GC6	=	10782	=	
	=	Q96GD4	=	9212	=	
	=	Q96GM5	=	6602	=	
	=	Q96HP0	=	57572	=	
	=	Q96HZ4	=	55502	=	
	=	Q96IF1	=	84962	=	
	=	Q96IZ0	=	5074	=	
	=	Q96J02	=	83737	=	
	=	Q96J84	=	55243	=	
	=	Q96JA1	=	26018	=	
	=	Q96JJ3	=	63916	=	
	=	Q96JN0	=	84458	=	
	=	Q96KP1	=	55770	=	
	=	Q96KQ4	=	23368	=	
	=	Q96KQ7	=	10919	=	
	=	Q96KS0	=	112398	=	
	=	Q96L34	=	57787	=	
	=	Q96MG7	=	56160	=	
	=	Q96MU8	=	83999	=	
	=	Q96N67	=	85440	=	
	=	Q96N96	=	221178	=	
	=	Q96NR8	=	145226	=	
	=	Q96P48	=	116985	=	
	=	Q96PD4	=	112744	=	
	=	Q96PE1	=	25960	=	
	=	Q96PE2	=	9828	=	
	=	Q96PM5	=	25898	=	
	=	Q96PM9	=	25946	=	
	=	Q96PU5	=	23327	=	
	=	Q96PV0	=	8831	=	
	=	Q96QB1	=	10395	=	
	=	Q96QV1	=	64399	=	
	=	Q96RI0	=	9002	=	
	=	Q96RI1	=	9971	=	
	=	Q96RL1	=	51720	=	
	=	Q96RN5	=	51586	=	
	=	Q96RR4	=	10645	=	
	=	Q96S59	=	10048	=	
	=	Q96SD1	=	64421	=	
	=	Q96ST3	=	25942	=	
	=	Q96T58	=	23013	=	
	=	Q96T60	=	11284	=	
	=	Q99075	=	1839	=	
	=	Q99417	=	26292	=	
	=	Q99418	=	9266	=	
	=	Q99466	=	4855	=	
	=	Q99471	=	5204	=	
	=	Q99490	=	116986	=	
	=	Q99497	=	11315	=	
	=	Q99500	=	1903	=	
	=	Q99523	=	6272	=	
	=	Q99541	=	123	=	
	=	Q99558	=	9020	=	
	=	Q99574	=	5274	=	
	=	Q99578	=	6014	=	
	=	Q99608	=	4692	=	
	=	Q99623	=	11331	=	
	=	Q99638	=	5883	=	
	=	Q99653	=	11261	=	
	=	Q99661	=	11004	=	
	=	Q99665	=	3595	=	
	=	Q99677	=	2846	=	
	=	Q99683	=	4217	=	
	=	Q99684	=	2672	=	
	=	Q99697	=	5308	=	
	=	Q99704	=	1796	=	
	=	Q99708	=	5932	=	
	=	Q99712	=	3772	=	
	=	Q99717	=	4090	=	
	=	Q99728	=	580	=	
	=	Q99741	=	990	=	
	=	Q99743	=	4862	=	
	=	Q99748	=	4902	=	
	=	Q99755	=	8394	=	
	=	Q99758	=	21	=	
	=	Q99759	=	4215	=	
	=	Q99801	=	4824	=	
	=	Q99814	=	2034	=	
	=	Q99816	=	7251	=	
	=	Q99819	=	398	=	
	=	Q99835	=	6608	=	
	=	Q99836	=	4615	=	
	=	Q99856	=	1820	=	
	=	Q99873	=	3276	=	
	=	Q99895	=	11330	=	
	=	Q99933	=	573	=	
	=	Q99961	=	6455	=	
	=	Q99962	=	6456	=	
	=	Q99965	=	2515	=	
	=	Q99966	=	4435	=	
	=	Q99967	=	10370	=	
	=	Q99988	=	9518	=	
	=	Q9BPX3	=	64151	=	
	=	Q9BPZ7	=	79109	=	
	=	Q9BQ08	=	84666	=	
	=	Q9BQA1	=	79084	=	
	=	Q9BQQ3	=	64689	=	
	=	Q9BRJ7	=	84309	=	
	=	Q9BRQ8	=	84883	=	
	=	Q9BRR9	=	64333	=	
	=	Q9BSI4	=	26277	=	
	=	Q9BSQ5	=	83605	=	
	=	Q9BTP7	=	91442	=	
	=	Q9BTU6	=	55361	=	
	=	Q9BU40	=	91851	=	
	=	Q9BUB5	=	8569	=	
	=	Q9BUD6	=	10417	=	
	=	Q9BUL8	=	11235	=	
	=	Q9BUZ4	=	9618	=	
	=	Q9BVC4	=	64223	=	
	=	Q9BVG8	=	3801	=	
	=	Q9BVN2	=	23623	=	
	=	Q9BVW5	=	54962	=	
	=	Q9BWM7	=	81855	=	
	=	Q9BWQ8	=	23017	=	
	=	Q9BWT1	=	83879	=	
	=	Q9BWV1	=	91653	=	
	=	Q9BX63	=	83990	=	
	=	Q9BX66	=	10580	=	
	=	Q9BX67	=	83700	=	
	=	Q9BX95	=	81537	=	
	=	Q9BXH1	=	27113	=	
	=	Q9BXL7	=	84433	=	
	=	Q9BXR5	=	81793	=	
	=	Q9BXS5	=	8907	=	
	=	Q9BXW9	=	2177	=	
	=	Q9BY41	=	55869	=	
Q8NFM1	=	Q9BY44	=	83939	=	
	=	Q9BY44	=	83939	=	
	=	Q9BY77	=	84271	=	
	=	Q9BY84	=	80824	=	
	=	Q9BZ29	=	23348	=	
	=	Q9BZB8	=	64506	=	
	=	Q9BZK7	=	79718	=	
	=	Q9BZL6	=	25865	=	
	=	Q9BZR6	=	65078	=	
	=	Q9BZR8	=	79370	=	
	=	Q9BZS1	=	50943	=	
	=	Q9C000	=	22861	=	
	=	Q9C0J9	=	79365	=	
	=	Q9C0K7	=	55437	=	
	=	Q9GZM8	=	81565	=	
	=	Q9GZN2	=	60436	=	
	=	Q9GZP0	=	80310	=	
	=	Q9GZT9	=	54583	=	
	=	Q9GZU7	=	58190	=	
	=	Q9GZV9	=	8074	=	
	=	Q9GZX7	=	57379	=	
	=	Q9GZY6	=	7462	=	
	=	Q9GZZ7	=	64096	=	
	=	Q9H061	=	84233	=	
	=	Q9H0C8	=	80895	=	
	=	Q9H0E2	=	54472	=	
	=	Q9H0H5	=	29127	=	
	=	Q9H0K1	=	23235	=	
	=	Q9H0M0	=	11059	=	
	=	Q9H0R5	=	2635	=	
	=	Q9H1D0	=	55503	=	
	=	Q9H213	=	28986	=	
	=	Q9H223	=	30844	=	
	=	Q9H228	=	53637	=	
O00211	=	Q9H2G2	=	9748	=	
	=	Q9H2K8	=	51347	=	
	=	Q9H2M9	=	25782	=	
	=	Q9H2X0	=	8646	=	
	=	Q9H2X6	=	28996	=	
	=	Q9H3D4	=	8626	=	
	=	Q9H3R0	=	23081	=	
	=	Q9H461	=	8325	=	
	=	Q9H4B4	=	1263	=	
	=	Q9H4E7	=	50619	=	
	=	Q9H4G0	=	2036	=	
	=	Q9H4P4	=	10193	=	
	=	Q9H4X1	=	28984	=	
Q1W5B6	=	Q9H611	=	80119	=	
	=	Q9H6Q3	=	84174	=	
	=	Q9H6X2	=	84168	=	
	=	Q9H6Z4	=	8498	=	
	=	Q9H6Z9	=	112399	=	
	=	Q9H7Z6	=	84148	=	
	=	Q9H7Z7	=	80142	=	
	=	Q9H8V3	=	1894	=	
	=	Q9H9A7	=	80010	=	
	=	Q9H9E1	=	57763	=	
	=	Q9H9Q4	=	79840	=	
	=	Q9HAU4	=	64750	=	
	=	Q9HAW4	=	63967	=	
	=	Q9HB19	=	59339	=	
	=	Q9HB21	=	59338	=	
	=	Q9HB75	=	55367	=	
	=	Q9HB90	=	64121	=	
	=	Q9HB96	=	2178	=	
	=	Q9HBE1	=	23598	=	
	=	Q9HBH7	=	55859	=	
	=	Q9HBI0	=	64098	=	
	=	Q9HBI1	=	29780	=	
	=	Q9HBL0	=	7145	=	
	=	Q9HBW0	=	9170	=	
	=	Q9HC29	=	64127	=	
	=	Q9HCC9	=	57732	=	
	=	Q9HCE6	=	55160	=	
	=	Q9HCE7	=	57154	=	
	=	Q9HCK8	=	57680	=	
	=	Q9HCL2	=	57678	=	
	=	Q9HCN2	=	63970	=	
	=	Q9HCP0	=	53944	=	
	=	Q9HCS4	=	83439	=	
	=	Q9HD15	=	10011	=	
	=	Q9HD67	=	4651	=	
	=	Q9NP31	=	9047	=	
	=	Q9NP85	=	7827	=	
	=	Q9NP87	=	27434	=	
	=	Q9NP97	=	83658	=	
	=	Q9NPB6	=	50855	=	
	=	Q9NPD8	=	29089	=	
	=	Q9NPF7	=	51561	=	
	=	Q9NPH3	=	3556	=	
	=	Q9NPH5	=	50507	=	
	=	Q9NPI6	=	55802	=	
	=	Q9NPI8	=	2188	=	
	=	Q9NPP4	=	58484	=	
	=	Q9NQ66	=	23236	=	
	=	Q9NQ88	=	57103	=	
	=	Q9NQB0	=	6934	=	
	=	Q9NQC3	=	57142	=	
	=	Q9NQC7	=	1540	=	
	=	Q9NQL2	=	58528	=	
	=	Q9NQR1	=	387893	=	
	=	Q9NQS3	=	25945	=	
	=	Q9NQS7	=	3619	=	
	=	Q9NQT8	=	23303	=	
	=	Q9NQW8	=	54714	=	
	=	Q9NR12	=	9260	=	
	=	Q9NR19	=	55902	=	
	=	Q9NR28	=	56616	=	
	=	Q9NR55	=	55509	=	
	=	Q9NR61	=	54567	=	
	=	Q9NR80	=	50649	=	
	=	Q9NR81	=	50650	=	
	=	Q9NR96	=	54106	=	
	=	Q9NR97	=	51311	=	
	=	Q9NRA0	=	56848	=	
	=	Q9NRA1	=	56034	=	
	=	Q9NRC8	=	51547	=	
	=	Q9NRD0	=	26269	=	
	=	Q9NRG4	=	56950	=	
	=	Q9NRM7	=	26524	=	
	=	Q9NRP7	=	27148	=	
	=	Q9NRR4	=	29102	=	
	=	Q9NRY4	=	2909	=	
	=	Q9NRZ9	=	3070	=	
	=	Q9NS23	=	11186	=	
	=	Q9NS75	=	57105	=	
	=	Q9NSA3	=	56998	=	
	=	Q9NSE2	=	1154	=	
	=	Q9NSV4	=	81624	=	
	=	Q9NTG7	=	23410	=	
	=	Q9NTJ3	=	10051	=	
	=	Q9NUB1	=	84532	=	
	=	Q9NUQ3	=	55787	=	
	=	Q9NUX5	=	25913	=	
	=	Q9NV70	=	55763	=	
	=	Q9NVD7	=	55742	=	
	=	Q9NVI1	=	55215	=	
	=	Q9NVP1	=	8886	=	
	=	Q9NVQ4	=	55179	=	
	=	Q9NW38	=	55120	=	
	=	Q9NWQ8	=	55824	=	
	=	Q9NWT6	=	55662	=	
	=	Q9NWT8	=	54998	=	
	=	Q9NWZ3	=	51135	=	
	=	Q9NX09	=	54541	=	
	=	Q9NXA8	=	23408	=	
	=	Q9NY59	=	55512	=	
	=	Q9NY61	=	26574	=	
	=	Q9NY72	=	55800	=	
	=	Q9NYA1	=	8877	=	
	=	Q9NYB0	=	54386	=	
	=	Q9NYB9	=	10152	=	
	=	Q9NYJ7	=	10683	=	
	=	Q9NYJ8	=	23118	=	
	=	Q9NYK1	=	51284	=	
	=	Q9NYL2	=	51776	=	
	=	Q9NYV6	=	54700	=	
	=	Q9NYY3	=	10769	=	
	=	Q9NZ42	=	55851	=	
	=	Q9NZ52	=	23163	=	
	=	Q9NZC7	=	51741	=	
	=	Q9NZC9	=	50485	=	
	=	Q9NZI8	=	10642	=	
	=	Q9NZM1	=	26509	=	
	=	Q9NZM3	=	50618	=	
	=	Q9NZN5	=	23365	=	
	=	Q9P0U3	=	29843	=	
	=	Q9P104	=	55816	=	
	=	Q9P1T7	=	29969	=	
	=	Q9P1Y5	=	57662	=	
	=	Q9P1Z2	=	57658	=	
	=	Q9P212	=	51196	=	
	=	Q9P289	=	51765	=	
	=	Q9P2D0	=	25998	=	
	=	Q9P2D1	=	55636	=	
	=	Q9P2E3	=	57169	=	
	=	Q9P2J3	=	55958	=	
	=	Q9P2N7	=	90293	=	
	=	Q9P2X7	=	50514	=	
	=	Q9UBB5	=	8932	=	
	=	Q9UBC0	=	3175	=	
	=	Q9UBE8	=	51701	=	
	=	Q9UBF8	=	5298	=	
	=	Q9UBK2	=	10891	=	
	=	Q9UBK9	=	8409	=	
	=	Q9UBN6	=	8793	=	
	=	Q9UBN7	=	10013	=	
	=	Q9UBP5	=	23493	=	
	=	Q9UBP9	=	51454	=	
	=	Q9UBT3	=	27121	=	
	=	Q9UBU2	=	27123	=	
	=	Q9UBY5	=	23566	=	
	=	Q9UDY2	=	9414	=	
	=	Q9UDY8	=	10892	=	
	=	Q9UER7	=	1616	=	
	=	Q9UEW8	=	27347	=	
	=	Q9UF33	=	285220	=	
	=	Q9UG01	=	26160	=	
	=	Q9UG56	=	23761	=	
	=	Q9UGN5	=	10038	=	
	=	Q9UGP5	=	27343	=	
	=	Q9UHB6	=	51474	=	
	=	Q9UHD0	=	29949	=	
	=	Q9UI08	=	51466	=	
	=	Q9UI40	=	25769	=	
	=	Q9UIK5	=	23671	=	
	=	Q9UIQ6	=	4012	=	
	=	Q9UJ41	=	27342	=	
	=	Q9UJQ4	=	57167	=	
	=	Q9UJU2	=	51176	=	
	=	Q9UJU6	=	28988	=	
	=	Q9UK05	=	2658	=	
	=	Q9UKB1	=	23291	=	
	=	Q9UKE5	=	23043	=	
	=	Q9UKG1	=	26060	=	
	=	Q9UKN5	=	11108	=	
	=	Q9UKQ2	=	10863	=	
	=	Q9UKT4	=	26271	=	
	=	Q9UKT9	=	22806	=	
	=	Q9UKV0	=	9734	=	
	=	Q9UKW4	=	10451	=	
	=	Q9UKX2	=	4620	=	
	=	Q9UKX5	=	22801	=	
	=	Q9UL17	=	30009	=	
	=	Q9UL54	=	9344	=	
	=	Q9ULC3	=	51715	=	
	=	Q9ULH1	=	50807	=	
	=	Q9ULJ6	=	57178	=	
	=	Q9ULV1	=	8322	=	
	=	Q9ULW0	=	22974	=	
	=	Q9ULW2	=	11211	=	
	=	Q9ULZ2	=	26228	=	
	=	Q9ULZ3	=	29108	=	
	=	Q9UM11	=	51343	=	
	=	Q9UM47	=	4854	=	
	=	Q9UM54	=	4646	=	
	=	Q9UMD9	=	1308	=	
	=	Q9UMX0	=	29979	=	
	=	Q9UMX1	=	51684	=	
	=	Q9UMX6	=	2979	=	
	=	Q9UN19	=	27071	=	
	=	Q9UN36	=	57447	=	
	=	Q9UN37	=	27183	=	
	=	Q9UNA1	=	23092	=	
	=	Q9UNE7	=	10273	=	
	=	Q9UNQ0	=	9429	=	
	=	Q9UNS1	=	8914	=	
	=	Q9UP38	=	8321	=	
	=	Q9UPR3	=	23381	=	
	=	Q9UPT5	=	23265	=	
	=	Q9UPT6	=	23162	=	
	=	Q9UPV0	=	22897	=	
	=	Q9UPY3	=	23405	=	
	=	Q9UQ52	=	27255	=	
	=	Q9UQ80	=	5036	=	
	=	Q9UQB8	=	10458	=	
Q6DLZ0	=	Q9UQB9	=	6795	=	
	=	Q9UQB9	=	6795	=	
	=	Q9UQC2	=	9846	=	
	=	Q9UQC9	=	9635	=	
	=	Q9UQE7	=	9126	=	
	=	Q9UQL6	=	10014	=	
	=	Q9UQM7	=	815	=	
	=	Q9UQQ2	=	10019	=	
	=	Q9Y210	=	7225	=	
	=	Q9Y219	=	3714	=	
	=	Q9Y222	=	9988	=	
	=	Q9Y230	=	10856	=	
	=	Q9Y243	=	10000	=	
	=	Q9Y251	=	10855	=	
	=	Q9Y258	=	10344	=	
	=	Q9Y261	=	3170	=	
	=	Q9Y264	=	51378	=	
	=	Q9Y265	=	8607	=	
	=	Q9Y266	=	10726	=	
	=	Q9Y271	=	10800	=	
	=	Q9Y281	=	1073	=	
	=	Q9Y296	=	51399	=	
	=	Q9Y297	=	8945	=	
	=	Q9Y2A7	=	10787	=	
	=	Q9Y2C9	=	10333	=	
	=	Q9Y2D1	=	22809	=	
	=	Q9Y2I6	=	22981	=	
	=	Q9Y2K2	=	23387	=	
	=	Q9Y2M0	=	22909	=	
	=	Q9Y2M5	=	27252	=	
	=	Q9Y2N7	=	64344	=	
	=	Q9Y2T1	=	8313	=	
	=	Q9Y2U5	=	10746	=	
	=	Q9Y2X7	=	28964	=	
	=	Q9Y376	=	51719	=	
	=	Q9Y3E7	=	100526767	=	
	=	Q9Y3E7	=	51652	=	
	=	Q9Y3F4	=	11171	=	
	=	Q9Y3M2	=	25776	=	
	=	Q9Y3T9	=	26155	=	
	=	Q9Y478	=	5564	=	
	=	Q9Y490	=	7094	=	
	=	Q9Y496	=	11127	=	
	=	Q9Y4A5	=	8295	=	
	=	Q9Y4C1	=	55818	=	
	=	Q9Y4D1	=	23002	=	
	=	Q9Y4D2	=	747	=	
	=	Q9Y4F1	=	10160	=	
	=	Q9Y4H2	=	8660	=	
	=	Q9Y4K3	=	7189	=	
	=	Q9Y4K4	=	11183	=	
	=	Q9Y4Z2	=	50674	=	
	=	Q9Y5C1	=	27329	=	
	=	Q9Y5J3	=	23462	=	
	=	Q9Y5K2	=	9622	=	
	=	Q9Y5K6	=	23607	=	
	=	Q9Y5P8	=	28227	=	
	=	Q9Y5S8	=	27035	=	
	=	Q9Y5U5	=	8784	=	
	=	Q9Y5V3	=	9500	=	
	=	Q9Y5W5	=	11197	=	
	=	Q9Y616	=	11213	=	
	=	Q9Y618	=	9612	=	
	=	Q9Y624	=	50848	=	
	=	Q9Y675	=	8926	=	
	=	Q9Y6A5	=	10460	=	
	=	Q9Y6C5	=	8643	=	
	=	Q9Y6D9	=	8379	=	
